level	expression	reading	hard_morae	meaning	tags
3	意識	いしき	し	consciousness, senses	JLPT JLPT_2 JLPT_3
3	異常	いじょう	じょ	strangeness, abnormality, disorder	JLPT JLPT_2 JLPT_3
3	意地悪	いじわる	じ	malicious, mean, unkind	JLPT JLPT_2 JLPT_3
3	泉	いずみ	ず	spring, fountain	JLPT JLPT_2 JLPT_3
3	いずれ	いずれ	ず	where, which, who	JLPT JLPT_2 JLPT_3
3	以前	いぜん	ぜ	in the past; before	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
3	いたずら	いたずら	ず	trick, practical joke	JLPT JLPT_2 JLPT_3
3	いただきます	いただきます	す	expression of gratitude before meals	JLPT JLPT_2 JLPT_3
3	市	いち	ち	market, fair	JLPT_1 JLPT JLPT_2 JLPT_3
3	位置	いち	ち	place, position	JLPT JLPT_2 JLPT_3
3	一時	いちじ	ち,じ	for a time, temporarily	JLPT JLPT_2 JLPT_3
3	一度に	いちどに	ち	all at once	JLPT JLPT_2 JLPT_3
3	市場	いちば	ち	market, bazaar	JLPT JLPT_2 JLPT_3
3	いつか	いつか	つ	sometime, one day	JLPT JLPT_2 JLPT_3
3	一種	いっしゅ	しゅ	a species, a kind, a variety	JLPT JLPT_2 JLPT_3
3	一瞬	いっしゅん	しゅ	a moment, an instant	JLPT JLPT_2 JLPT_3
3	一生	いっしょう	しょ	throughout (one's) life	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8
3	一層	いっそう	そ	much more, still more	JLPT JLPT_2 JLPT_3
3	一致	いっち	ち	agreement; conformity	JLPT JLPT_2 JLPT_3
3	いつでも	いつでも	つ	(at) any time, always	JLPT JLPT_2 JLPT_3
3	いつのまにか	いつのまにか	つ	before one knows	JLPT JLPT_2 JLPT_3
3	いつまでも	いつまでも	つ	forever, for good, eternally	JLPT JLPT_2 JLPT_3
3	命	いのち	ち	life	JLPT JLPT_2 JLPT_3
3	イメージ	イメージ	じ	one's image	JLPT JLPT_2 JLPT_3
3	いらっしゃい	いらっしゃい	しゃ	welcome	JLPT JLPT_2 JLPT_3
3	印刷	いんさつ	さ,つ	printing	JLPT JLPT_2 JLPT_3
3	印象	いんしょう	しょ	impression	JLPT JLPT_2 JLPT_3
3	ウイスキー	ウイスキー	す	whiskey	JLPT JLPT_2 JLPT_3
3	動かす	うごかす	す	to move, to shift	JLPT JLPT_2 JLPT_3
3	兎	うさぎ	さ	rabbit, hare	JLPT JLPT_2 JLPT_3
3	牛	うし	し	cattle, cow	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
3	失う	うしなう	し	to lose, to part with	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
3	宇宙	うちゅう	ちゅ	universe, cosmos, space	JLPT JLPT_2 JLPT_3
3	討つ	うつ	つ	to attack, to avenge	JLPT JLPT_2 JLPT_3
3	撃つ	うつ	つ	to attack, to shoot	JLPT JLPT_2 JLPT_3
3	映す	うつす	つ,す	to project, to reflect, to cast (shadow)	JLPT JLPT_2 JLPT_3
3	写る	うつる	つ	to be photographed, to be projected	JLPT JLPT_2 JLPT_3
3	映る	うつる	つ	to be reflected, to come out (photo)	JLPT JLPT_2 JLPT_3
3	羨ましい	うらやましい	し	envious, enviable	JLPT JLPT_2 JLPT_3
3	噂	うわさ	さ	rumor, gossip	JLPT JLPT_2 JLPT_3
3	衛星	えいせい	せ	satellite	JLPT_1 JLPT JLPT_2 JLPT_3
3	餌	えさ	さ	feed, bait	JLPT JLPT_2 JLPT_3
3	援助	えんじょ	じょ	assistance, aid, support	JLPT JLPT_2 JLPT_3
3	エンジン	エンジン	じ	engine	JLPT JLPT_2 JLPT_3
3	演説	えんぜつ	ぜ,つ	speech, address	JLPT JLPT_2 JLPT_3
3	演奏	えんそう	そ	musical performance	JLPT JLPT_2 JLPT_3
3	追い付く	おいつく	つ	to overtake, to catch up (with)	JLPT JLPT_2 JLPT_3
3	王様	おうさま	さ	king	JLPT JLPT_2 JLPT_3
3	王子	おうじ	じ	prince	JLPT JLPT_2 JLPT_3
3	応じる	おうじる	じ	to adapt, to respond, to comply with	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
3	押える	おさえる	さ	to stop, to restrain, to press down	JLPT JLPT_2 JLPT_3
3	幼い	おさない	さ	very young, childish	JLPT JLPT_2 JLPT_3
3	収める	おさめる	さ	to store to pay, to supply	JLPT JLPT_2 JLPT_3
3	納める	おさめる	さ	to store to pay, to supply	JLPT JLPT_2 JLPT_3
3	治める	おさめる	さ	to govern, to manage; to subdue	JLPT JLPT_2 JLPT_3
3	お辞儀	おじぎ	じ	bow	JLPT JLPT_2 JLPT_3
3	お洒落	おしゃれ	しゃ	smartly dressed, fashion-conscious	JLPT JLPT_2 JLPT_3
3	お喋り	おしゃべり	しゃ	chattering, talk	JLPT JLPT_2 JLPT_3
3	汚染	おせん	せ	pollution, contamination	JLPT JLPT_2 JLPT_3
3	恐らく	おそらく	そ	perhaps	JLPT JLPT_2 JLPT_3
3	恐れる	おそれる	そ	to fear, to be afraid of	JLPT JLPT_2 JLPT_3
3	恐ろしい	おそろしい	そ,し	terrible, dreadful	JLPT JLPT_2 JLPT_3
3	教わる	おそわる	そ	to be taught	JLPT JLPT_2 JLPT_3
3	大人しい	おとなしい	し	obedient, docile, quiet	JLPT JLPT_2 JLPT_3
3	オフィス	オフィス	す	office	JLPT JLPT_2 JLPT_3
3	思い付く	おもいつく	つ	to think of, to hit upon	JLPT JLPT_2 JLPT_3
3	思わず	おもわず	ず	unintentional, spontaneous	JLPT JLPT_2 JLPT_3
3	およそ	およそ	そ	about, roughly, approximately	JLPT JLPT_2 JLPT_3
3	及ぼす	およぼす	す	to exert, to cause, to exercise	JLPT JLPT_2 JLPT_3
3	下す	おろす	す	to lower, to let go down	JLPT JLPT_2 JLPT_3
3	降ろす	おろす	す	to take down, to launch, to drop	JLPT JLPT_2 JLPT_3
3	卸す	おろす	す	to sell wholesale, grated (vegetables)	JLPT JLPT_2 JLPT_3
3	解決	かいけつ	つ	settlement, solution, resolution	JLPT JLPT_2 JLPT_3
3	開始	かいし	し	start, commencement, beginning	JLPT JLPT_2 JLPT_3
3	解釈	かいしゃく	しゃ	explanation, interpretation	JLPT JLPT_2 JLPT_3
3	外出	がいしゅつ	しゅ,つ	outing, going out	JLPT JLPT_2 JLPT_3
3	改善	かいぜん	ぜ	betterment, improvement	JLPT JLPT_2 JLPT_3
3	帰す	かえす	す	to send back	JLPT JLPT_2 JLPT_3
3	確実	かくじつ	じ,つ	certainty, reliability, soundness	JLPT JLPT_2 JLPT_3
3	学者	がくしゃ	しゃ	scholar	JLPT JLPT_2 JLPT_3
3	学習	がくしゅう	しゅ	study, learning	JLPT JLPT_2 JLPT_3
3	隠す	かくす	す	to hide, to conceal	JLPT JLPT_2 JLPT_3
3	火災	かさい	さ	conflagration, fire	JLPT JLPT_2 JLPT_3
3	重なる	かさなる	さ	to be piled up, lie on top of one another	JLPT JLPT_2 JLPT_3
3	重ねる	かさねる	さ	to pile up, to put something on another, to heap up	JLPT JLPT_2 JLPT_3
3	飾り	かざり	ざ	decoration	JLPT JLPT_2 JLPT_3
3	貸し	かし	し	loan, lending	JLPT JLPT_2 JLPT_3
3	菓子	かし	し	confectionery, sweet	JLPT JLPT_2 JLPT_3
3	家事	かじ	じ	household matters; housework (same as 家の仕事 (いえのしごと))	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.22 Genki
3	賢い	かしこい	し	wise, clever, smart	JLPT JLPT_2 JLPT_3
3	歌手	かしゅ	しゅ	singer	JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki
3	数	かず	ず	number, figure, amount	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3
3	稼ぐ	かせぐ	せ	to earn income, to labor	JLPT JLPT_2 JLPT_3
3	数える	かぞえる	ぞ	to count	JLPT JLPT_2 JLPT_3
3	勝ち	かち	ち	win, victory	JLPT JLPT_2 JLPT_3
3	価値	かち	ち	value, worth, merit	JLPT JLPT_2 JLPT_3
3	活動	かつどう	つ	action, activity	JLPT JLPT_2 JLPT_3
3	活躍	かつやく	つ	activity	JLPT JLPT_2 JLPT_3
3	活用	かつよう	つ	conjugation; practical use	JLPT JLPT_2 JLPT_3
3	悲しむ	かなしむ	し	to be sad, to mourn for, to regret	JLPT JLPT_2 JLPT_3
3	必ずしも	かならずしも	ず,し	(not) always, (not) necessarily	JLPT JLPT_2 JLPT_3
3	かもしれない	かもしれない	し	maybe, perhaps	JLPT JLPT_2 JLPT_3
3	可愛そう	かわいそう	そ	poor, pitiable, pathetic	JLPT JLPT_2 JLPT_3
3	可愛らしい	かわいらしい	し	lovely, sweet	JLPT JLPT_2 JLPT_3
3	乾かす	かわかす	す	to dry	JLPT JLPT_2 JLPT_3
3	観察	かんさつ	さ,つ	observation, survey	JLPT JLPT_2 JLPT_3
3	感じ	かんじ	じ	feeling, sense, impression	JLPT JLPT_2 JLPT_3
3	感謝	かんしゃ	しゃ	thanks, gratitude	JLPT JLPT_2 JLPT_3
3	患者	かんじゃ	じゃ	patient	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12
3	勘定	かんじょう	じょ	calculation, counting, consideration	JLPT JLPT_2 JLPT_3
3	感情	かんじょう	じょ	emotion(s), feeling(s), sentiment	JLPT JLPT_2 JLPT_3
3	感じる	かんじる	じ	to feel, to sense	JLPT JLPT_2 JLPT_3
3	感心	かんしん	し	admiration	JLPT JLPT_2 JLPT_3
3	関心	かんしん	し	concern, interest	JLPT JLPT_2 JLPT_3
3	関する	かんする	す	to concern, to be related	JLPT JLPT_2 JLPT_3
3	完成	かんせい	せ	complete, completion; perfection	JLPT JLPT_2 JLPT_3
3	完全	かんぜん	ぜ	perfection, completeness	JLPT JLPT_2 JLPT_3
3	乾燥	かんそう	そ	dry, arid, dehydrated	JLPT JLPT_2 JLPT_3
3	感想	かんそう	そ	(one's) impressions, (one's) thoughts	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
3	岸	きし	し	bank, coast, shore	JLPT JLPT_2 JLPT_3
3	生地	きじ	じ	fabric; dough	JLPT JLPT_2 JLPT_3
3	記事	きじ	じ	article, news story	JLPT JLPT_2 JLPT_3
3	技師	ぎし	し	engineer, technician	JLPT JLPT_2 JLPT_3
3	記者	きしゃ	しゃ	reporter	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
3	傷	きず	ず	wound, injury, hurt	JLPT JLPT_2 JLPT_3
3	貴重	きちょう	ちょ	precious, valuable	JLPT JLPT_2 JLPT_3
3	議長	ぎちょう	ちょ	chairman	JLPT JLPT_2 JLPT_3
3	きちんと	きちんと	ち	precisely, accurately	JLPT JLPT_2 JLPT_3
3	きつい	きつい	つ	tight, close, intense	JLPT JLPT_2 JLPT_3
3	吸収	きゅうしゅう	しゅ	absorption, suction	JLPT JLPT_2 JLPT_3
3	救助	きゅうじょ	じょ	relief, aid, rescue	JLPT JLPT_2 JLPT_3
3	急速	きゅうそく	そ	rapid (e.g., progress)	JLPT JLPT_2 JLPT_3
3	休息	きゅうそく	そ	rest, relief, relaxation	JLPT JLPT_2 JLPT_3
3	教科書	きょうかしょ	しょ	textbook	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki_Ln.6 Intermediate_Japanese_Ln.13 Genki
3	教授	きょうじゅ	じゅ	teaching, instruction; professor	JLPT JLPT_2 JLPT_3
3	強調	きょうちょう	ちょ	emphasis, stress, stressed point	JLPT JLPT_2 JLPT_3
3	共通	きょうつう	つ	commonness, mutual	JLPT JLPT_2 JLPT_3
3	禁止	きんし	し	prohibition, ban	JLPT JLPT_2 JLPT_3
3	金銭	きんせん	せ	money, cash	JLPT JLPT_2 JLPT_3
3	金属	きんぞく	ぞ	metal	JLPT JLPT_2 JLPT_3
3	緊張	きんちょう	ちょ	tension, mental strain, nervousness	JLPT JLPT_2 JLPT_3
3	偶然	ぐうぜん	ぜ	(by) chance, unexpectedly	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4
3	臭い	くさい	さ	stinky, smelly, bad-smelling	JLPT JLPT_2 JLPT_3
3	鎖	くさり	さ	chain	JLPT JLPT_2 JLPT_3
3	腐る	くさる	さ	to rot, to go bad	JLPT JLPT_2 JLPT_3
3	癖	くせ	せ	a habit (often a bad habit), peculiarity	JLPT JLPT_2 JLPT_3
3	苦痛	くつう	つ	pain, agony	JLPT JLPT_2 JLPT_3
3	ぐっすり	ぐっすり	す	sound asleep, fast asleep	JLPT JLPT_2 JLPT_3
3	区別	くべつ	つ	distinction, differentiation, classification	JLPT JLPT_2 JLPT_3
3	悔しい	くやしい	し	regrettable, mortifying, vexing	JLPT JLPT_2 JLPT_3
3	暮らし	くらし	し	living; life style	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
3	クラシック	クラシック	し	classic(s)	JLPT JLPT_2 JLPT_3
3	暮らす	くらす	す	to live, to get along	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
3	グラス	グラス	す	glass; grass	JLPT JLPT_2 JLPT_3
3	繰り返す	くりかえす	す	to repeat, to do something over again	JLPT JLPT_2 JLPT_3
3	クリスマス	クリスマス	す,す	Christmas	JLPT Genki_Ln.14 JLPT_3 JLPT_2 Genki
3	苦しい	くるしい	し	tough; physically strenuous	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
3	苦しむ	くるしむ	し	to suffer, to groan, to be worried	JLPT JLPT_2 JLPT_3
3	詳しい	くわしい	し	detailed; full; accurate	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8
3	計算	けいさん	さ	calculation, reckoning	JLPT JLPT_2 JLPT_3
3	掲示	けいじ	じ	notice, bulletin	JLPT JLPT_2 JLPT_3
3	刑事	けいじ	じ	criminal case, (police) detective	JLPT JLPT_2 JLPT_3
3	芸術	げいじゅつ	じゅ,つ	(fine) art, the arts	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
3	ケース	ケース	す	case	JLPT_1 JLPT JLPT_2 JLPT_3
3	劇場	げきじょう	じょ	theater, playhouse	JLPT JLPT_2 JLPT_3
3	化粧	けしょう	しょ	make-up (cosmetic)	JLPT JLPT_2 JLPT_3
3	けち	けち	ち	stinginess, miser	JLPT JLPT_2 JLPT_3
3	血液	けつえき	つ	blood	JLPT JLPT_2 JLPT_3
3	決心	けっしん	し	determination, resolution	JLPT JLPT_2 JLPT_3
3	欠席	けっせき	せ	absence, non-attendance	JLPT JLPT_2 JLPT_3
3	結論	けつろん	つ	conclusion	JLPT JLPT_2 JLPT_3
3	検査	けんさ	さ	inspection, examination	JLPT JLPT_2 JLPT_3
3	現在	げんざい	ざ	now (same as 今 (いま)), present, current	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12
3	現実	げんじつ	じ,つ	reality	JLPT JLPT_2 JLPT_3
3	現象	げんしょう	しょ	phenomenon	JLPT JLPT_2 JLPT_3
3	現状	げんじょう	じょ	present condition, status quo	JLPT JLPT_2 JLPT_3
3	建設	けんせつ	せ,つ	construction, foundation	JLPT JLPT_2 JLPT_3
3	建築	けんちく	ち	construction, architecture	JLPT JLPT_2 JLPT_3
3	交際	こうさい	さ	friendship, association, acquaintance	JLPT JLPT_2 JLPT_3
3	校舎	こうしゃ	しゃ	school building	JLPT JLPT_2 JLPT_3
3	後者	こうしゃ	しゃ	the latter	JLPT JLPT_2 JLPT_3
3	公正	こうせい	せ	justice, fairness, impartiality	JLPT JLPT_2 JLPT_3
3	構成	こうせい	せ	organization, composition	JLPT JLPT_2 JLPT_3
3	高速	こうそく	そ	high speed, high gear	JLPT JLPT_2 JLPT_3
3	コーチ	コーチ	ち	coach	JLPT JLPT_2 JLPT_3
3	国籍	こくせき	せ	nationality	JLPT JLPT_2 JLPT_3
3	穀物	こくもつ	つ	grain, cereal, corn	JLPT JLPT_2 JLPT_3
3	腰	こし	し	hip, waist	JLPT JLPT_2 JLPT_3
3	胡椒	こしょう	しょ	pepper	JLPT JLPT_2 JLPT_3
3	個人	こじん	じ	individual, private person	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
3	越す	こす	す	to go over (e.g., with audience)	JLPT JLPT_2 JLPT_3
3	超す	こす	す	to cross, to pass, to tide over	JLPT JLPT_2 JLPT_3
3	骨折	こっせつ	せ,つ	bone fracture	JLPT JLPT_2 JLPT_3
3	小包	こづつみ	つ	parcel, package	JLPT JLPT_2 JLPT_3
3	諺	ことわざ	ざ	proverb, saying	JLPT JLPT_2 JLPT_3
3	こぼす	こぼす	す	to spill	JLPT JLPT_2 JLPT_3
3	ごめんなさい	ごめんなさい	さ	I beg your pardon, excuse me, I'm sorry	JLPT JLPT_3 JLPT_2 Genki_Ln.4 Genki
3	殺す	ころす	す	to kill	JLPT JLPT_2 JLPT_3
3	混雑	こんざつ	ざ,つ	confusion, congestion	JLPT JLPT_2 JLPT_3
3	今日	こんにち	ち	today, this day	JLPT JLPT_2 JLPT_3
3	こんにちは	こんにちは	ち	hello, good day (daytime greeting)	JLPT JLPT_2 JLPT_3
3	差	さ	さ	difference, variation	JLPT JLPT_2 JLPT_3
3	サービス	サービス	さ,す	service, support system; goods or services without charge	JLPT JLPT_2 JLPT_3
3	際	さい	さ	on the occasion of, circumstances	JLPT JLPT_2 JLPT_3
3	最高	さいこう	さ	highest, supreme, the most	JLPT JLPT_2 JLPT_3
3	財産	ざいさん	ざ,さ	property, fortune, assets	JLPT JLPT_2 JLPT_3
3	最終	さいしゅう	さ,しゅ	last, closing	JLPT JLPT_2 JLPT_3
3	最中	さいちゅう	さ,ちゅ	in the middle of	JLPT JLPT_2 JLPT_3
3	最低	さいてい	さ	least, lowest, worst	Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki
3	才能	さいのう	さ	talent, ability	JLPT JLPT_2 JLPT_3
3	裁判	さいばん	さ	trial, judgment	JLPT JLPT_2 JLPT_3
3	材料	ざいりょう	ざ	ingredients, material	JLPT JLPT_2 JLPT_3
3	幸い	さいわい	さ	fortunately; luckily	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8
3	サイン	サイン	さ	autograph; sign; sine	JLPT JLPT_2 JLPT_3
3	境	さかい	さ	border, boundary, mental state	JLPT JLPT_2 JLPT_3
3	逆らう	さからう	さ	to go against, to oppose, to disobey	JLPT JLPT_2 JLPT_3
3	盛り	さかり	さ	helping, serving	JLPT JLPT_2 JLPT_3
3	作業	さぎょう	さ	work, operation, manufacturing	JLPT JLPT_2 JLPT_3
3	裂く	さく	さ	to tear, to split	JLPT JLPT_2 JLPT_3
3	昨	さく	さ	last (year), yesterday	JLPT JLPT_2 JLPT_3
3	作品	さくひん	さ	work, opus, production	JLPT JLPT_2 JLPT_3
3	作物	さくもつ	さ,つ	produce (e.g., agricultural), crops	JLPT JLPT_2 JLPT_3
3	桜	さくら	さ	cherry blossom, cherry tree	JLPT JLPT_2 JLPT_3
3	酒	さけ	さ	alcohol, sake	JLPT JLPT_2 JLPT_3
3	叫ぶ	さけぶ	さ	to shout, to cry	JLPT JLPT_2 JLPT_3
3	避ける	さける	さ	to avoid (physical contact); to ward off, to avert	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
3	支える	ささえる	さ,さ	support, hold, sustain	JLPT JLPT_2 JLPT_3
3	刺さる	ささる	さ,さ	to stick, to be stuck	JLPT JLPT_2 JLPT_3
3	刺す	さす	さ,す	to sting, to bite (e.g., bug), to prick, to stab	JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21
3	指す	さす	さ,す	to point,	JLPT JLPT_2 JLPT_3
3	挿す	さす	さ,す	to insert, to put in, to graft	JLPT JLPT_2 JLPT_3
3	注す	さす	さ,す	to pour (drink), to serve (drinks)	JLPT JLPT_2 JLPT_3
3	射す	さす	さ,す	to shine, to strike	JLPT JLPT_2 JLPT_3
3	座席	ざせき	ざ,せ	seat	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
3	誘う	さそう	さ,そ	to invite (someone to do something with you); to tempt, to lure	Genki_Ln.15 Intermediate_Japanese JLPT JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7 Genki
3	札	さつ	さ,つ	bill, note	JLPT JLPT_2 JLPT_3
3	作家	さっか	さ	author, writer, novelist	JLPT JLPT_2 JLPT_3
3	作曲	さっきょく	さ	composition (of music)	JLPT JLPT_2 JLPT_3
3	ざっと	ざっと	ざ	roughly, in round numbers	JLPT JLPT_2 JLPT_3
3	さっぱり	さっぱり	さ	feeling refreshed, neat	JLPT JLPT_2 JLPT_3
3	さて	さて	さ	well; now (typically used when switching to a new, usually more important topic)	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12
3	砂漠	さばく	さ	desert	JLPT JLPT_2 JLPT_3
3	差別	さべつ	さ,つ	discrimination, differentiation	JLPT JLPT_2 JLPT_3
3	万一	まんいち	ち	by some chance, if by any chance	JLPT JLPT_2 JLPT_3
3	満足	まんぞく	ぞ	satisfaction	JLPT JLPT_2 JLPT_3
3	ミス	ミス	す	miss (mistake, error, failure), Miss	JLPT_1 JLPT JLPT_2 JLPT_3
3	満ちる	みちる	ち	to be full, to mature	JLPT JLPT_2 JLPT_3
3	密	みつ	つ	thick, close	JLPT JLPT_2 JLPT_3
3	明後日	みょうごにち	ち	day after tomorrow	JLPT JLPT_2 JLPT_3
3	無視	むし	し	disregard, ignore	JLPT JLPT_2 JLPT_3
3	蒸し暑い	むしあつい	し,つ	humid, sultry	JLPT JLPT_2 JLPT_3
3	虫歯	むしば	し	cavity, tooth decay	JLPT JLPT_2 JLPT_3
3	寧ろ	むしろ	し	rather, better, instead	JLPT JLPT_2 JLPT_3
3	蒸す	むす	す	to steam, to poultice, to be sultry	JLPT JLPT_2 JLPT_3
3	結ぶ	むすぶ	す	to tie, to bind, to link	JLPT JLPT_2 JLPT_3
3	夢中	むちゅう	ちゅ	crush, crazy, be hooked on	JLPT JLPT_2 JLPT_3
3	名刺	めいし	し	(name) card; business card	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1
3	名詞	めいし	し	noun	JLPT JLPT_2 JLPT_3
3	命じる	めいじる	じ	to order, to command, to appoint	JLPT JLPT_2 JLPT_3
3	名人	めいじん	じ	master, expert	JLPT JLPT_2 JLPT_3
3	飯	めし	し	meals, food	JLPT JLPT_2 JLPT_3
3	面接	めんせつ	せ,つ	interview	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.23 Intermediate_Japanese_Ln.3
3	申し込む	もうしこむ	し	to apply for, to make an application	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3
3	申し訳	もうしわけ	し	apology, excuse	JLPT JLPT_2 JLPT_3
3	文字	もじ	じ	letter (of alphabet), character	JLPT JLPT_2 JLPT_3
3	文字	もんじ	じ	letter (of alphabet), character	JLPT JLPT_2 JLPT_3
3	もしかすると	もしかすると	し,す	perhaps, maybe, by some chance	JLPT JLPT_2 JLPT_3
3	もしも	もしも	し	if	JLPT JLPT_2 JLPT_3
3	持ち上げる	もちあげる	ち	to raise, to lift up, to flatter	JLPT JLPT_2 JLPT_3
3	用いる	もちいる	ち	to use, to make use of	JLPT JLPT_2 JLPT_3
3	戻す	もどす	す	to restore, to put back, to return	JLPT JLPT_2 JLPT_3
3	燃やす	もやす	す	to burn	JLPT JLPT_2 JLPT_3
3	訳す	やくす	す	to translate	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2
3	家賃	やちん	ち	rent	JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki
3	唯一	ゆいいつ	つ	only, sole, unique	JLPT JLPT_2 JLPT_3
3	優秀	ゆうしゅう	しゅ	superiority, excellence	JLPT JLPT_2 JLPT_3
3	優勝	ゆうしょう	しょ	overall victory, championship	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7
3	友情	ゆうじょう	じょ	friendship, fellowship	JLPT JLPT_2 JLPT_3
3	友人	ゆうじん	じ	friend (formal)	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.2
3	譲る	ゆずる	ず	to turn over, to assign, to hand over	JLPT JLPT_2 JLPT_3
3	許す	ゆるす	す	to permit, to allow, to approve	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8
3	用心	ようじん	じ	care, precaution, caution	JLPT JLPT_2 JLPT_3
3	様子	ようす	す	aspect, state, appearance	JLPT JLPT_2 JLPT_3
3	要するに	ようするに	す	in a word, after all, in short …	JLPT JLPT_2 JLPT_3
3	要素	ようそ	そ	element	JLPT JLPT_2 JLPT_3
3	汚す	よごす	す	to pollute, to make dirty	JLPT JLPT_2 JLPT_3
3	予算	よさん	さ	estimate, budget	JLPT JLPT_2 JLPT_3
3	止す	よす	す	to cease, to give up	JLPT JLPT_2 JLPT_3
3	寄せる	よせる	せ	to collect, to gather, to put aside	JLPT JLPT_2 JLPT_3
3	予測	よそく	そ	prediction, estimation	JLPT JLPT_2 JLPT_3
3	よろしく (かん)	よろしく (かん)	し	best regards, please remember me	JLPT JLPT_2 JLPT_3
3	理想	りそう	そ	ideal	JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki
3	率	りつ	つ	rate, ratio, percentage	JLPT JLPT_2 JLPT_3
3	冷静	れいせい	せ	calm, coolness	JLPT JLPT_2 JLPT_3
3	列	れつ	つ	queue, line, row	JLPT JLPT_2 JLPT_3
3	列車	れっしゃ	しゃ	train (ordinary)	JLPT JLPT_2 JLPT_3
3	連想	れんそう	そ	association (of ideas), suggestion	JLPT JLPT_2 JLPT_3
3	連続	れんぞく	ぞ	consecutive, continuity, continuing	JLPT JLPT_2 JLPT_3
3	老人	ろうじん	じ	the aged, old person	JLPT JLPT_2 JLPT_3
3	論じる	ろんじる	じ	to argue, to discuss	JLPT JLPT_2 JLPT_3
3	論争	ろんそう	そ	controversy, dispute	JLPT JLPT_2 JLPT_3
3	わざと	わざと	ざ	on purpose	JLPT JLPT_2 JLPT_3
3	僅か	わずか	ず	only, merely, a little	JLPT JLPT_2 JLPT_3
3	悪口	わるくち	ち	abuse, insult	JLPT JLPT_2 JLPT_3
3	意地	いじ	じ	disposition, spirit, obstinacy, appetite	JLPT_1 JLPT JLPT_3
3	依然	いぜん	ぜ	still, as yet	JLPT_1 JLPT JLPT_3
3	渦	うず	ず	swirl	JLPT_1 JLPT JLPT_3
3	教え	おしえ	し	teachings, doctrine	JLPT_1 JLPT JLPT_3
3	歓声	かんせい	せ	cheer, shout of joy	JLPT_1 JLPT JLPT_3
3	築く	きずく	ず	to build, to establish	JLPT_1 JLPT JLPT_3
3	規制	きせい	せ	regulation	JLPT_1 JLPT JLPT_3
3	享受	きょうじゅ	じゅ	enjoyment, being given	JLPT_1 JLPT JLPT_3
3	協調	きょうちょう	ちょ	co-operation, conciliation, harmony	JLPT_1 JLPT JLPT_3
3	近視	きんし	し	nearsightedness	JLPT_1 JLPT JLPT_3
3	減少	げんしょう	しょ	decrease, reduction, decline	JLPT_1 JLPT JLPT_3
3	拘束	こうそく	そ	restriction, restraint	JLPT_1 JLPT JLPT_3
